wealth_human,expenditure_consumption,expenditure_tax,consumption_propensity,new_savings,cash_on_hand_real_desired,cash_on_hand_desired,cash_on_hand_current,saving_propensity,saving_propensity_optimist,saving_propensity_pessimist,income_current,income_average,income_wage,income_unemployment_benefit,income_gov_transfers,income_firm_owner_dividend,unemployed,reservation_wage,unemp_duration,unemp_duration_upper_bound,positive_sentiment,business_owner,c_f,c_h,c_excess_money,p_majority_op_adoption
6777,0,0,0.544304,0,0,0,0,0.213013,0.213013,0.313013,0,0,0,0,0,0,0,0,0,10,1,0,0.392585,0.146292,0.313013,0.345442
13769,0,0,0.420345,0,0,0,0,0.146292,0.146292,0.246292,0,0,0,0,0,0,0,0,0,7,1,0,0.625659,0.262829,0.246292,0.345544
11121,0,0,0.479288,0,0,0,0,0.262829,0.262829,0.36283,0,0,0,0,0,0,0,0,0,12,1,0,0.537385,0.218693,0.36283,0.361469
10548,0,0,0.566972,0,0,0,0,0.218693,0.218693,0.318693,0,0,0,0,0,0,0,0,0,10,1,0,0.518281,0.209141,0.318693,0.444011
16019,0,0,0.423636,0,0,0,0,0.209141,0.209141,0.309141,0,0,0,0,0,0,0,0,0,10,1,0,0.700659,0.30033,0.309141,0.177389
11515,0,0,0.306476,0,0,0,0,0.30033,0.30033,0.40033,0,0,0,0,0,0,0,0,0,14,1,0,0.550517,0.225258,0.40033,0.521214
13083,0,0,0.364153,0,0,0,0,0.225258,0.225258,0.325258,0,0,0,0,0,0,0,0,0,11,1,0,0.602794,0.251397,0.325258,0.0881213
3578,0,0,0.432431,0,0,0,0,0.251397,0.251397,0.351397,0,0,0,0,0,0,0,0,0,12,1,0,0.285955,0.0929774,0.351397,0.487279
12828,0,0,0.583448,0,0,0,0,0.0929774,0.0929774,0.192977,0,0,0,0,0,0,0,0,0,5,1,0,0.594293,0.247147,0.192977,0.105545
7796,0,0,0.503619,0,0,0,0,0.247147,0.247147,0.347147,0,0,0,0,0,0,0,0,0,11,1,0,0.426554,0.163277,0.347147,0.302658
11837,0,0,0.33546,0,0,0,0,0.163277,0.163277,0.263277,0,0,0,0,0,0,0,0,0,8,1,0,0.561237,0.230618,0.263277,0.188456
10504,0,0,0.366522,0,0,0,0,0.230618,0.230618,0.330618,0,0,0,0,0,0,0,0,0,11,1,0,0.516811,0.208406,0.330618,0.101662
6851,0,0,0.342116,0,0,0,0,0.208406,0.208406,0.308406,0,0,0,0,0,0,0,0,0,10,1,0,0.395046,0.147523,0.308406,0.192779
15198,0,0,0.410649,0,0,0,0,0.147523,0.147523,0.247523,0,0,0,0,0,0,0,0,0,7,1,0,0.673284,0.286642,0.247523,0.276554
11862,0,0,0.450599,0,0,0,0,0.286642,0.286642,0.386642,0,0,0,0,0,0,0,0,0,13,1,0,0.562096,0.231048,0.386642,0.264973
5576,0,0,0.323429,0,0,0,0,0.231048,0.231048,0.331048,0,0,0,0,0,0,0,0,0,11,1,0,0.352558,0.126279,0.331048,0.328369
12015,0,0,0.505341,0,0,0,0,0.126279,0.126279,0.226279,0,0,0,0,0,0,0,0,0,7,1,0,0.567194,0.233597,0.226279,0.250237
8745,0,0,0.541808,0,0,0,0,0.233597,0.233597,0.333597,0,0,0,0,0,0,0,0,0,11,1,0,0.458171,0.179085,0.333597,0.928419
10886,0,0,0.590586,0,0,0,0,0.179085,0.179085,0.279085,0,0,0,0,0,0,0,0,0,9,1,0,0.529536,0.214768,0.279085,0.310397
8406,0,0,0.343927,0,0,0,0,0.214768,0.214768,0.314768,0,0,0,0,0,0,0,0,0,10,1,0,0.446896,0.173448,0.314768,0.0112174
9585,0,0,0.390875,0,0,0,0,0.173448,0.173448,0.273448,0,0,0,0,0,0,0,0,0,8,1,0,0.486192,0.193096,0.273448,0.0648824
11339,0,0,0.355298,0,0,0,0,0.193096,0.193096,0.293096,0,0,0,0,0,0,0,0,0,9,1,0,0.544648,0.222324,0.293096,0.0638529
8472,0,0,0.570563,0,0,0,0,0.222324,0.222324,0.322324,0,0,0,0,0,0,0,0,0,10,1,0,0.449091,0.174545,0.322324,0.685899
6129,0,0,0.594332,0,0,0,0,0.174545,0.174545,0.274545,0,0,0,0,0,0,0,0,0,8,1,0,0.370984,0.135492,0.274545,0.249687
7283,0,0,0.35718,0,0,0,0,0.135492,0.135492,0.235492,0,0,0,0,0,0,0,0,0,7,1,0,0.409435,0.154718,0.235492,0.290866
8648,0,0,0.414539,0,0,0,0,0.154718,0.154718,0.254718,0,0,0,0,0,0,0,0,0,8,1,0,0.454954,0.177477,0.254718,0.207094
11668,0,0,0.398998,0,0,0,0,0.177477,0.177477,0.277477,0,0,0,0,0,0,0,0,0,9,1,0,0.555632,0.227816,0.277477,0.506034
10072,0,0,0.511837,0,0,0,0,0.227816,0.227816,0.327816,0,0,0,0,0,0,0,0,0,11,1,0,0.502413,0.201206,0.327816,0.0936135
6709,0,0,0.51149,0,0,0,0,0.201206,0.201206,0.301206,0,0,0,0,0,0,0,0,0,10,1,0,0.390307,0.145153,0.301206,0.342755
7330,0,0,0.366035,0,0,0,0,0.145153,0.145153,0.245154,0,0,0,0,0,0,0,0,0,7,1,0,0.411015,0.155507,0.245154,0.37512
6842,0,0,0.286669,0,0,0,0,0.155507,0.155507,0.255507,0,0,0,0,0,0,0,0,0,8,1,0,0.394744,0.147372,0.255507,0.281951
8212,0,0,0.285899,0,0,0,0,0.147372,0.147372,0.247372,0,0,0,0,0,0,0,0,0,7,1,0,0.440433,0.170216,0.247372,0.0237199
9011,0,0,0.48473,0,0,0,0,0.170216,0.170216,0.270216,0,0,0,0,0,0,0,0,0,8,1,0,0.467066,0.183533,0.270216,0.168621
6468,0,0,0.687479,0,0,0,0,0.183533,0.183533,0.283533,0,0,0,0,0,0,0,0,0,9,1,0,0.382286,0.141143,0.283533,0.0616254
10106,0,0,0.663344,0,0,0,0,0.141143,0.141143,0.241143,0,0,0,0,0,0,0,0,0,7,1,0,0.503561,0.20178,0.241143,0.0514841
10836,0,0,0.454269,0,0,0,0,0.20178,0.20178,0.30178,0,0,0,0,0,0,0,0,0,10,1,0,0.527872,0.213936,0.30178,0.32411
11811,0,0,0.566219,0,0,0,0,0.213936,0.213936,0.313936,0,0,0,0,0,0,0,0,0,10,1,0,0.560391,0.230195,0.313936,0.300986
6878,0,0,0.371138,0,0,0,0,0.230195,0.230195,0.330195,0,0,0,0,0,0,0,0,0,11,1,0,0.395952,0.147976,0.330195,0.0763847
7817,0,0,0.587569,0,0,0,0,0.147976,0.147976,0.247976,0,0,0,0,0,0,0,0,0,7,1,0,0.42725,0.163625,0.247976,0.165326
7105,0,0,0.425453,0,0,0,0,0.163625,0.163625,0.263625,0,0,0,0,0,0,0,0,0,8,1,0,0.403532,0.151766,0.263625,0.176444
11411,0,0,0.523432,0,0,0,0,0.151766,0.151766,0.251766,0,0,0,0,0,0,0,0,0,8,1,0,0.547042,0.223521,0.251766,0.320946
11886,0,0,0.603505,0,0,0,0,0.223521,0.223521,0.323521,0,0,0,0,0,0,0,0,0,10,1,0,0.562888,0.231444,0.323521,0.03111
7143,0,0,0.516624,0,0,0,0,0.231444,0.231444,0.331444,0,0,0,0,0,0,0,0,0,11,1,0,0.404787,0.152393,0.331444,0.430567
8290,0,0,0.290432,0,0,0,0,0.152393,0.152393,0.252393,0,0,0,0,0,0,0,0,0,8,1,0,0.443026,0.171513,0.252393,0.0284401
7979,0,0,0.33488,0,0,0,0,0.171513,0.171513,0.271513,0,0,0,0,0,0,0,0,0,8,1,0,0.432665,0.166333,0.271513,0.696291
10236,0,0,0.305901,0,0,0,0,0.166333,0.166333,0.266333,0,0,0,0,0,0,0,0,0,8,1,0,0.507892,0.203946,0.266333,0.471624
10229,0,0,0.523981,0,0,0,0,0.203946,0.203946,0.303946,0,0,0,0,0,0,0,0,0,10,1,0,0.50766,0.20383,0.303946,0.433113
7320,0,0,0.564838,0,0,0,0,0.20383,0.20383,0.30383,0,0,0,0,0,0,0,0,0,10,1,0,0.41069,0.155345,0.30383,0.0905173
5733,0,0,0.347349,0,0,0,0,0.155345,0.155345,0.255345,0,0,0,0,0,0,0,0,0,8,1,0,0.357779,0.12889,0.255345,0.163467
5717,0,0,0.573766,0,0,0,0,0.12889,0.12889,0.22889,0,0,0,0,0,0,0,0,0,7,1,0,0.357266,0.128633,0.22889,0.314229
9694,0,0,0.527027,0,0,0,0,0.128633,0.128633,0.228633,0,0,0,0,0,0,0,0,0,7,1,0,0.48982,0.19491,0.228633,0.267902
13749,0,0,0.462738,0,0,0,0,0.19491,0.19491,0.29491,0,0,0,0,0,0,0,0,0,9,1,0,0.624986,0.262493,0.29491,0.0493024
13266,0,0,0.298797,0,0,0,0,0.262493,0.262493,0.362493,0,0,0,0,0,0,0,0,0,12,1,0,0.608896,0.254448,0.362493,0.304754
9085,0,0,0.334278,0,0,0,0,0.254448,0.254448,0.354448,0,0,0,0,0,0,0,0,0,12,1,0,0.469513,0.184756,0.354448,0.0651361
11324,0,0,0.498411,0,0,0,0,0.184756,0.184756,0.284757,0,0,0,0,0,0,0,0,0,9,1,0,0.544146,0.222073,0.284757,0.31401
7422,0,0,0.179079,0,0,0,0,0.222073,0.222073,0.322073,0,0,0,0,0,0,0,0,0,10,1,0,0.414092,0.157046,0.322073,0.266908
11751,0,0,0.495542,0,0,0,0,0.157046,0.157046,0.257046,0,0,0,0,0,0,0,0,0,8,1,0,0.558379,0.22919,0.257046,0.175658
8509,0,0,0.27131,0,0,0,0,0.22919,0.22919,0.32919,0,0,0,0,0,0,0,0,0,11,1,0,0.450302,0.175151,0.32919,0.22009
10468,0,0,0.298561,0,0,0,0,0.175151,0.175151,0.275151,0,0,0,0,0,0,0,0,0,9,1,0,0.515621,0.207811,0.275151,0.261976
12070,0,0,0.710958,0,0,0,0,0.207811,0.207811,0.307811,0,0,0,0,0,0,0,0,0,10,1,0,0.569003,0.234502,0.307811,0.355686
10332,0,0,0.62049,0,0,0,0,0.234502,0.234502,0.334502,0,0,0,0,0,0,0,0,0,11,1,0,0.511083,0.205541,0.334502,0.157295
5808,0,0,0.528179,0,0,0,0,0.205541,0.205541,0.305541,0,0,0,0,0,0,0,0,0,10,1,0,0.360288,0.130144,0.305541,0.335518
6697,0,0,0.743972,0,0,0,0,0.130144,0.130144,0.230144,0,0,0,0,0,0,0,0,0,7,1,0,0.38992,0.14496,0.230144,0.169812
6118,0,0,0.331883,0,0,0,0,0.14496,0.14496,0.24496,0,0,0,0,0,0,0,0,0,7,1,0,0.370601,0.1353,0.24496,0.212683
10479,0,0,0.833283,0,0,0,0,0.1353,0.1353,0.2353,0,0,0,0,0,0,0,0,0,7,1,0,0.515988,0.207994,0.2353,0.238896
11296,0,0,0.602107,0,0,0,0,0.207994,0.207994,0.307994,0,0,0,0,0,0,0,0,0,10,1,0,0.543226,0.221613,0.307994,0.36461
6946,0,0,0.422193,0,0,0,0,0.221613,0.221613,0.321613,0,0,0,0,0,0,0,0,0,10,1,0,0.398233,0.149116,0.321613,0.445663
11475,0,0,0.152891,0,0,0,0,0.149116,0.149116,0.249116,0,0,0,0,0,0,0,0,0,7,1,0,0.549177,0.224589,0.249116,0.0195586
10540,0,0,0.383784,0,0,0,0,0.224589,0.224589,0.324589,0,0,0,0,0,0,0,0,0,10,1,0,0.518018,0.209009,0.324589,0.245322
9254,0,0,0.630851,0,0,0,0,0.209009,0.209009,0.309009,0,0,0,0,0,0,0,0,0,10,1,0,0.475158,0.187579,0.309009,0.429453
5975,0,0,0.480255,0,0,0,0,0.187579,0.187579,0.287579,0,0,0,0,0,0,0,0,0,9,1,0,0.365865,0.132932,0.287579,0.262827
6685,0,0,0.513301,0,0,0,0,0.132932,0.132932,0.232932,0,0,0,0,0,0,0,0,0,7,1,0,0.389518,0.144759,0.232932,0.177678
9968,0,0,0.615941,0,0,0,0,0.144759,0.144759,0.244759,0,0,0,0,0,0,0,0,0,7,1,0,0.498941,0.19947,0.244759,0.211767
3581,0,0,0.784484,0,0,0,0,0.19947,0.19947,0.29947,0,0,0,0,0,0,0,0,0,9,1,0,0.286053,0.0930263,0.29947,0.137135
9910,0,0,0.459338,0,0,0,0,0.0930263,0.0930263,0.193026,0,0,0,0,0,0,0,0,0,5,1,0,0.497028,0.198514,0.193026,0.37488
5426,0,0,0.584217,0,0,0,0,0.198514,0.198514,0.298514,0,0,0,0,0,0,0,0,0,9,1,0,0.34754,0.12377,0.298514,0.440029
5971,0,0,0.768982,0,0,0,0,0.12377,0.12377,0.22377,0,0,0,0,0,0,0,0,0,6,1,0,0.365707,0.132854,0.22377,0.12057
14219,0,0,0.467737,0,0,0,0,0.132854,0.132854,0.232854,0,0,0,0,0,0,0,0,0,7,1,0,0.640639,0.270319,0.232854,0.112538
12409,0,0,0.408855,0,0,0,0,0.270319,0.270319,0.370319,0,0,0,0,0,0,0,0,0,12,1,0,0.580327,0.240164,0.370319,0.128599
1890,0,0,0.525786,0,0,0,0,0.240164,0.240164,0.340163,0,0,0,0,0,0,0,0,0,11,1,0,0.229674,0.0648368,0.340163,0.195692
10563,0,0,0.734111,0,0,0,0,0.0648368,0.0648368,0.164837,0,0,0,0,0,0,0,0,0,4,1,0,0.518786,0.209393,0.164837,0.374224
14879,0,0,0.636385,0,0,0,0,0.209393,0.209393,0.309393,0,0,0,0,0,0,0,0,0,10,1,0,0.662648,0.281324,0.309393,0.0540464
6637,0,0,0.526538,0,0,0,0,0.281324,0.281324,0.381324,0,0,0,0,0,0,0,0,0,13,1,0,0.387922,0.143961,0.381324,0.243463
16665,0,0,0.499651,0,0,0,0,0.143961,0.143961,0.243961,0,0,0,0,0,0,0,0,0,7,1,0,0.722189,0.311094,0.243961,0.382975
12042,0,0,0.566795,0,0,0,0,0.311094,0.311094,0.411094,0,0,0,0,0,0,0,0,0,14,1,0,0.568071,0.234036,0.411094,0.255776
8443,0,0,0.718514,0,0,0,0,0.234036,0.234036,0.334036,0,0,0,0,0,0,0,0,0,11,1,0,0.448129,0.174064,0.334036,0.186245
3057,0,0,0.450222,0,0,0,0,0.174064,0.174064,0.274064,0,0,0,0,0,0,0,0,0,8,1,0,0.268594,0.0842968,0.274064,0.135631
7675,0,0,0.214112,0,0,0,0,0.0842968,0.0842968,0.184297,0,0,0,0,0,0,0,0,0,5,1,0,0.422523,0.161261,0.184297,0.310341
12617,0,0,0.486304,0,0,0,0,0.161261,0.161261,0.261261,0,0,0,0,0,0,0,0,0,8,1,0,0.587234,0.243617,0.261261,0.316898
9605,0,0,0.573706,0,0,0,0,0.243617,0.243617,0.343617,0,0,0,0,0,0,0,0,0,11,1,0,0.486837,0.193418,0.343617,0.461951
10266,0,0,0.437001,0,0,0,0,0.193418,0.193418,0.293418,0,0,0,0,0,0,0,0,0,9,1,0,0.508867,0.204434,0.293418,0.519592
12318,0,0,0.424164,0,0,0,0,0.204434,0.204434,0.304434,0,0,0,0,0,0,0,0,0,10,1,0,0.577294,0.238647,0.304434,0.520229
15689,0,0,0.659377,0,0,0,0,0.238647,0.238647,0.338647,0,0,0,0,0,0,0,0,0,11,1,0,0.689656,0.294828,0.338647,0.190047
9186,0,0,0.43665,0,0,0,0,0.294828,0.294828,0.394828,0,0,0,0,0,0,0,0,0,13,1,0,0.472892,0.186446,0.394828,0.210958
11684,0,0,0.313563,0,0,0,0,0.186446,0.186446,0.286446,0,0,0,0,0,0,0,0,0,9,1,0,0.556145,0.228072,0.286446,0.367319
15379,0,0,0.555625,0,0,0,0,0.228072,0.228072,0.328072,0,0,0,0,0,0,0,0,0,11,1,0,0.679321,0.289661,0.328072,0.168393
9354,0,0,0.689438,0,0,0,0,0.289661,0.289661,0.389661,0,0,0,0,0,0,0,0,0,13,1,0,0.478491,0.189246,0.389661,0.455832
8177,0,0,0.547481,0,0,0,0,0.189246,0.189246,0.289246,0,0,0,0,0,0,0,0,0,9,1,0,0.439237,0.169618,0.289246,0.173612
10515,0,0,0.492682,0,0,0,0,0.169618,0.169618,0.269618,0,0,0,0,0,0,0,0,0,8,1,0,0.51719,0.208595,0.269618,0.758196
14682,0,0,0.400479,0,0,0,0,0.208595,0.208595,0.308595,0,0,0,0,0,0,0,0,0,10,1,0,0.656074,0.278037,0.308595,0.105876
12727,0,0,0.420032,0,0,0,0,0.278037,0.278037,0.378037,0,0,0,0,0,0,0,0,0,13,1,0,0.590923,0.245462,0.378037,0.146543
10530,0,0,0.705588,0,0,0,0,0.245462,0.245462,0.345462,0,0,0,0,0,0,0,0,0,11,1,0,0.517692,0.208846,0.345462,0.280937
9993,0,0,0.221126,0,0,0,0,0.208846,0.208846,0.308846,0,0,0,0,0,0,0,0,0,10,1,0,0.499768,0.199884,0.308846,0.463598
11335,0,0,0.39452,0,0,0,0,0.199884,0.199884,0.299884,0,0,0,0,0,0,0,0,0,9,1,0,0.54453,0.222265,0.299884,0.642938
14370,0,0,0.579307,0,0,0,0,0.222265,0.222265,0.322265,0,0,0,0,0,0,0,0,0,10,1,0,0.645676,0.272838,0.322265,0.263424
9004,0,0,0.460769,0,0,0,0,0.272838,0.272838,0.372838,0,0,0,0,0,0,0,0,0,12,1,0,0.466815,0.183407,0.372838,0.553358
4282,0,0,0.515641,0,0,0,0,0.183407,0.183407,0.283407,0,0,0,0,0,0,0,0,0,9,1,0,0.309408,0.104704,0.283407,0.440895
9726,0,0,0.212158,0,0,0,0,0.104704,0.104704,0.204704,0,0,0,0,0,0,0,0,0,6,1,0,0.490869,0.195435,0.204704,0.187413
11474,0,0,0.342185,0,0,0,0,0.195435,0.195435,0.295435,0,0,0,0,0,0,0,0,0,9,1,0,0.549137,0.224569,0.295435,0.203687
8740,0,0,0.552145,0,0,0,0,0.224569,0.224569,0.324569,0,0,0,0,0,0,0,0,0,10,1,0,0.458001,0.179,0.324569,0.0362147
8483,0,0,0.500355,0,0,0,0,0.179,0.179,0.279,0,0,0,0,0,0,0,0,0,9,1,0,0.449443,0.174721,0.279,0.0855568
13187,0,0,0.554143,0,0,0,0,0.174721,0.174721,0.274722,0,0,0,0,0,0,0,0,0,8,1,0,0.606251,0.253126,0.274722,0.166418
8733,0,0,0.496587,0,0,0,0,0.253126,0.253126,0.353126,0,0,0,0,0,0,0,0,0,12,1,0,0.457767,0.178883,0.353126,0.640704
6271,0,0,0.640718,0,0,0,0,0.178883,0.178883,0.278883,0,0,0,0,0,0,0,0,0,9,1,0,0.375709,0.137854,0.278883,0.451613
11112,0,0,0.518252,0,0,0,0,0.137854,0.137854,0.237854,0,0,0,0,0,0,0,0,0,7,1,0,0.537083,0.218542,0.237854,0.529598
13788,0,0,0.319848,0,0,0,0,0.218542,0.218542,0.318542,0,0,0,0,0,0,0,0,0,10,1,0,0.626292,0.263146,0.318542,0.130345
10949,0,0,0.475581,0,0,0,0,0.263146,0.263146,0.363146,0,0,0,0,0,0,0,0,0,12,1,0,0.531654,0.215827,0.363146,0.0802139
9853,0,0,0.555323,0,0,0,0,0.215827,0.215827,0.315827,0,0,0,0,0,0,0,0,0,10,1,0,0.495121,0.197561,0.315827,0.430151
8009,0,0,0.364381,0,0,0,0,0.197561,0.197561,0.297561,0,0,0,0,0,0,0,0,0,9,1,0,0.433653,0.166826,0.297561,0.639922
8400,0,0,0.288167,0,0,0,0,0.166826,0.166826,0.266826,0,0,0,0,0,0,0,0,0,8,1,0,0.446688,0.173344,0.266826,0.227059
14111,0,0,0.795875,0,0,0,0,0.173344,0.173344,0.273344,0,0,0,0,0,0,0,0,0,8,1,0,0.637059,0.268529,0.273344,0.103069
4422,0,0,0.398595,0,0,0,0,0.268529,0.268529,0.368529,0,0,0,0,0,0,0,0,0,12,1,0,0.314084,0.107042,0.368529,0.7187
7890,0,0,0.822049,0,0,0,0,0.107042,0.107042,0.207042,0,0,0,0,0,0,0,0,0,6,1,0,0.42968,0.16484,0.207042,0.093354
11586,0,0,0.29531,0,0,0,0,0.16484,0.16484,0.26484,0,0,0,0,0,0,0,0,0,8,1,0,0.552871,0.226436,0.26484,0.149423
9215,0,0,0.503727,0,0,0,0,0.226436,0.226436,0.326436,0,0,0,0,0,0,0,0,0,11,1,0,0.473846,0.186923,0.326436,0.719242
10312,0,0,0.598569,0,0,0,0,0.186923,0.186923,0.286923,0,0,0,0,0,0,0,0,0,9,1,0,0.510428,0.205214,0.286923,0.260201
4243,0,0,0.150207,0,0,0,0,0.205214,0.205214,0.305214,0,0,0,0,0,0,0,0,0,10,1,0,0.308106,0.104053,0.305214,0.0100662
6843,0,0,0.51249,0,0,0,0,0.104053,0.104053,0.204053,0,0,0,0,0,0,0,0,0,6,1,0,0.39479,0.147395,0.204053,0.321956
11042,0,0,0.559013,0,0,0,0,0.147395,0.147395,0.247395,0,0,0,0,0,0,0,0,0,7,1,0,0.534764,0.217382,0.247395,0.239641
10007,0,0,0.787807,0,0,0,0,0.217382,0.217382,0.317382,0,0,0,0,0,0,0,0,0,10,1,0,0.500237,0.200118,0.317382,0.245
11082,0,0,0.417687,0,0,0,0,0.200118,0.200118,0.300119,0,0,0,0,0,0,0,0,0,10,1,0,0.536095,0.218048,0.300119,0.282961
9931,0,0,0.485484,0,0,0,0,0.218048,0.218048,0.318048,0,0,0,0,0,0,0,0,0,10,1,0,0.497725,0.198862,0.318048,0.358418
12814,0,0,0.513741,0,0,0,0,0.198862,0.198862,0.298862,0,0,0,0,0,0,0,0,0,9,1,0,0.593812,0.246906,0.298862,0.452405
10365,0,0,0.578554,0,0,0,0,0.246906,0.246906,0.346906,0,0,0,0,0,0,0,0,0,11,1,0,0.512168,0.206084,0.346906,0.282764
6396,0,0,0.6594,0,0,0,0,0.206084,0.206084,0.306084,0,0,0,0,0,0,0,0,0,10,1,0,0.379898,0.139949,0.306084,0.450749
9511,0,0,0.708093,0,0,0,0,0.139949,0.139949,0.239949,0,0,0,0,0,0,0,0,0,7,1,0,0.483721,0.19186,0.239949,0.110211
11106,0,0,0.525429,0,0,0,0,0.19186,0.19186,0.29186,0,0,0,0,0,0,0,0,0,9,1,0,0.536882,0.218441,0.29186,0.464235
7287,0,0,0.416728,0,0,0,0,0.218441,0.218441,0.318441,0,0,0,0,0,0,0,0,0,10,1,0,0.409587,0.154794,0.318441,0.0664615
5763,0,0,0.309164,0,0,0,0,0.154794,0.154794,0.254794,0,0,0,0,0,0,0,0,0,8,1,0,0.358778,0.129389,0.254794,0.21981
15917,0,0,0.513632,0,0,0,0,0.129389,0.129389,0.229389,0,0,0,0,0,0,0,0,0,7,1,0,0.69725,0.298625,0.229389,0.160179
7971,0,0,0.706668,0,0,0,0,0.298625,0.298625,0.398625,0,0,0,0,0,0,0,0,0,13,1,0,0.432396,0.166198,0.398625,0.239507
16440,0,0,0.393556,0,0,0,0,0.166198,0.166198,0.266198,0,0,0,0,0,0,0,0,0,8,1,0,0.7147,0.30735,0.266198,0.501425
5906,0,0,0.697228,0,0,0,0,0.30735,0.30735,0.40735,0,0,0,0,0,0,0,0,0,14,1,0,0.36354,0.13177,0.40735,0.505763
10074,0,0,0.677458,0,0,0,0,0.13177,0.13177,0.23177,0,0,0,0,0,0,0,0,0,7,1,0,0.502485,0.201242,0.23177,0.409087
11971,0,0,0.549656,0,0,0,0,0.201242,0.201242,0.301242,0,0,0,0,0,0,0,0,0,10,1,0,0.565712,0.232856,0.301242,0.106165
3004,0,0,0.420301,0,0,0,0,0.232856,0.232856,0.332856,0,0,0,0,0,0,0,0,0,11,1,0,0.266805,0.0834023,0.332856,0.504736
10249,0,0,0.601889,0,0,0,0,0.0834023,0.0834023,0.183402,0,0,0,0,0,0,0,0,0,5,1,0,0.508327,0.204163,0.183402,0.269389
11180,0,0,0.523453,0,0,0,0,0.204163,0.204163,0.304163,0,0,0,0,0,0,0,0,0,10,1,0,0.539342,0.219671,0.304163,0.4637
15756,0,0,0.221346,0,0,0,0,0.219671,0.219671,0.319671,0,0,0,0,0,0,0,0,0,10,1,0,0.691871,0.295935,0.319671,0.595121
8353,0,0,0.660801,0,0,0,0,0.295935,0.295935,0.395936,0,0,0,0,0,0,0,0,0,13,1,0,0.445125,0.172562,0.395936,0.290376
9709,0,0,0.411412,0,0,0,0,0.172562,0.172562,0.272562,0,0,0,0,0,0,0,0,0,8,1,0,0.490323,0.195161,0.272562,0.207012
10274,0,0,0.618176,0,0,0,0,0.195161,0.195161,0.295161,0,0,0,0,0,0,0,0,0,9,1,0,0.509161,0.20458,0.295161,0.288771
11571,0,0,0.521078,0,0,0,0,0.20458,0.20458,0.30458,0,0,0,0,0,0,0,0,0,10,1,0,0.552369,0.226185,0.30458,0.406465
13187,0,0,0.632802,0,0,0,0,0.226185,0.226185,0.326185,0,0,0,0,0,0,0,0,0,11,1,0,0.606266,0.253133,0.326185,0.0653861
14161,0,0,0.495948,0,0,0,0,0.253133,0.253133,0.353133,0,0,0,0,0,0,0,0,0,12,1,0,0.638729,0.269364,0.353133,0.377442
10508,0,0,0.404913,0,0,0,0,0.269364,0.269364,0.369364,0,0,0,0,0,0,0,0,0,12,1,0,0.516952,0.208476,0.369364,0.245903
8334,0,0,0.520868,0,0,0,0,0.208476,0.208476,0.308476,0,0,0,0,0,0,0,0,0,10,1,0,0.444485,0.172243,0.308476,0.10276
6183,0,0,0.474569,0,0,0,0,0.172243,0.172243,0.272243,0,0,0,0,0,0,0,0,0,8,1,0,0.372776,0.136388,0.272243,0.549399
10272,0,0,0.481499,0,0,0,0,0.136388,0.136388,0.236388,0,0,0,0,0,0,0,0,0,7,1,0,0.509088,0.204544,0.236388,0.0704322
14133,0,0,0.499568,0,0,0,0,0.204544,0.204544,0.304544,0,0,0,0,0,0,0,0,0,10,1,0,0.637779,0.268889,0.304544,0.190409
7871,0,0,0.781415,0,0,0,0,0.268889,0.268889,0.368889,0,0,0,0,0,0,0,0,0,12,1,0,0.429037,0.164519,0.368889,0.475493
13944,0,0,0.281175,0,0,0,0,0.164519,0.164519,0.264519,0,0,0,0,0,0,0,0,0,8,1,0,0.631486,0.265743,0.264519,0.332947
13549,0,0,0.462663,0,0,0,0,0.265743,0.265743,0.365743,0,0,0,0,0,0,0,0,0,12,1,0,0.618306,0.259153,0.365743,0.198655
10993,0,0,0.583862,0,0,0,0,0.259153,0.259153,0.359153,0,0,0,0,0,0,0,0,0,12,1,0,0.533104,0.216552,0.359153,0.119268
8406,0,0,0.298367,0,0,0,0,0.216552,0.216552,0.316552,0,0,0,0,0,0,0,0,0,10,1,0,0.446868,0.173434,0.316552,0.14387
12037,0,0,0.583229,0,0,0,0,0.173434,0.173434,0.273434,0,0,0,0,0,0,0,0,0,8,1,0,0.567926,0.233963,0.273434,0.299329
10469,0,0,0.270567,0,0,0,0,0.233963,0.233963,0.333963,0,0,0,0,0,0,0,0,0,11,1,0,0.515635,0.207818,0.333963,0.513031
4426,0,0,0.405546,0,0,0,0,0.207818,0.207818,0.307818,0,0,0,0,0,0,0,0,0,10,1,0,0.314231,0.107115,0.307818,0.0864791
13216,0,0,0.286143,0,0,0,0,0.107115,0.107115,0.207115,0,0,0,0,0,0,0,0,0,6,1,0,0.607201,0.2536,0.207115,0.832526
8228,0,0,0.47823,0,0,0,0,0.2536,0.2536,0.3536,0,0,0,0,0,0,0,0,0,12,1,0,0.440941,0.170471,0.3536,0.258183
12363,0,0,0.728296,0,0,0,0,0.170471,0.170471,0.270471,0,0,0,0,0,0,0,0,0,8,1,0,0.578784,0.239392,0.270471,0.13471
10421,0,0,0.31173,0,0,0,0,0.239392,0.239392,0.339392,0,0,0,0,0,0,0,0,0,11,1,0,0.514052,0.207026,0.339392,0.340569
12656,0,0,0.50589,0,0,0,0,0.207026,0.207026,0.307026,0,0,0,0,0,0,0,0,0,10,1,0,0.588534,0.244267,0.307026,0.523601
9918,0,0,0.53299,0,0,0,0,0.244267,0.244267,0.344267,0,0,0,0,0,0,0,0,0,11,1,0,0.497299,0.198649,0.344267,0.309183
